short_name,long_name,Census Tract,2009-2013,2014-2018
hh_inc_med_adj,Median household income (2022$),36005036800,75075.15043238214,53646.58056723955
hh_inc_med_adj,Median household income (2022$),36005036901,16415.55701175472,23190.220036471143
hh_inc_med_adj,Median household income (2022$),36005000200,83942.25615088404,67905.71542276193
hh_inc_med_adj,Median household income (2022$),36005000400,88195.2789400116,93020.42564162533
hh_inc_med_adj,Median household income (2022$),36005001600,37213.34562536746,40577.50147821415
hh_inc_med_adj,Median household income (2022$),36005001900,40890.36277269666,47687.23464320039
hh_inc_med_adj,Median household income (2022$),36005002000,23124.754801758343,27707.898403382533
hh_inc_med_adj,Median household income (2022$),36005002300,16787.485182978824,20437.224363308127
hh_inc_med_adj,Median household income (2022$),36005002500,17664.173015149925,27801.969478258008
hh_inc_med_adj,Median household income (2022$),36005002701,31510.044480265387,23346.627365782173
hh_inc_med_adj,Median household income (2022$),36005002702,23229.812434539177,16292.43013656579
hh_inc_med_adj,Median household income (2022$),36005002800,58828.651680274736,59478.98720951904
hh_inc_med_adj,Median household income (2022$),36005003100,33868.407202345494,50529.76784546175
hh_inc_med_adj,Median household income (2022$),36005003300,25180.020215470755,20980.116470119607
hh_inc_med_adj,Median household income (2022$),36005003500,29369.042377731836,34556.95268618372
hh_inc_med_adj,Median household income (2022$),36005003700,41057.005914349014,
hh_inc_med_adj,Median household income (2022$),36005003800,43774.01365868094,46965.267478192225
hh_inc_med_adj,Median household income (2022$),36005003900,30808.452702729013,29358.109066258345
hh_inc_med_adj,Median household income (2022$),36005004001,56524.62911308127,61028.326478853676
hh_inc_med_adj,Median household income (2022$),36005004100,21761.42069360246,21468.60602760551
hh_inc_med_adj,Median household income (2022$),36005004200,33652.254141796424,37419.88684444217
hh_inc_med_adj,Median household income (2022$),36005004300,26999.8116246744,27217.142073008064
hh_inc_med_adj,Median household income (2022$),36005004400,25398.58839401479,23669.64250240278
hh_inc_med_adj,Median household income (2022$),36005004600,37736.21867127667,37118.40605026293
hh_inc_med_adj,Median household income (2022$),36005004800,29806.178734819903,38131.65353145179
hh_inc_med_adj,Median household income (2022$),36005005001,36354.771178158575,27902.84087179918
hh_inc_med_adj,Median household income (2022$),36005005002,39593.44440940222,30073.275912600813
hh_inc_med_adj,Median household income (2022$),36005005100,25869.53640303232,19090.76126750012
hh_inc_med_adj,Median household income (2022$),36005005200,20656.50421090748,23611.839793744355
hh_inc_med_adj,Median household income (2022$),36005005300,18218.442594993634,18372.1942618248
hh_inc_med_adj,Median household income (2022$),36005005400,35723.21782247609,38724.414641811716
hh_inc_med_adj,Median household income (2022$),36005005600,31396.53393450219,25784.541607434556
hh_inc_med_adj,Median household income (2022$),36005005902,42853.85370260052,33774.91603962856
hh_inc_med_adj,Median household income (2022$),36005006000,49009.989471757915,38340.196637199835
hh_inc_med_adj,Median household income (2022$),36005006100,53072.21793928351,52763.67252714322
hh_inc_med_adj,Median household income (2022$),36005006200,30792.754435761763,29676.59065710182
hh_inc_med_adj,Median household income (2022$),36005006300,38436.602889815564,40605.836139321225
hh_inc_med_adj,Median household income (2022$),36005006400,44010.69522218718,39219.70451796331
hh_inc_med_adj,Median household income (2022$),36005006500,26131.576705485666,26903.194027941718
hh_inc_med_adj,Median household income (2022$),36005006700,23039.018112937203,25684.803600337666
hh_inc_med_adj,Median household income (2022$),36005006800,37396.89459298455,59194.50721200404
hh_inc_med_adj,Median household income (2022$),36005006900,21083.9800960157,34102.4647220263
hh_inc_med_adj,Median household income (2022$),36005007000,44500.96417516441,44952.373153145905
hh_inc_med_adj,Median household income (2022$),36005007100,49125.91513551608,47460.55735434383
hh_inc_med_adj,Median household income (2022$),36005007200,50950.53678070965,44376.61283945022
hh_inc_med_adj,Median household income (2022$),36005007300,26873.017929938913,23342.09382000504
hh_inc_med_adj,Median household income (2022$),36005007400,52765.49795392337,43624.04424044642
